Município,Sigla UF,Região,Mês/Ano,Vítimas
Cruz,CE,NORDESTE,nov/19,0
Deputado Irapuan Pinheiro,CE,NORDESTE,nov/19,0
Ererê,CE,NORDESTE,nov/19,0
Eusébio,CE,NORDESTE,nov/19,1
Farias Brito,CE,NORDESTE,nov/19,0
Forquilha,CE,NORDESTE,nov/19,1
Fortaleza,CE,NORDESTE,nov/19,58
Fortim,CE,NORDESTE,nov/19,0
Frecheirinha,CE,NORDESTE,nov/19,0
General Sampaio,CE,NORDESTE,nov/19,0
Granja,CE,NORDESTE,nov/19,1
Granjeiro,CE,NORDESTE,nov/19,0
Graça,CE,NORDESTE,nov/19,0
Groaíras,CE,NORDESTE,nov/19,0
Guaiúba,CE,NORDESTE,nov/19,3
Guaraciaba do Norte,CE,NORDESTE,nov/19,0
Guaramiranga,CE,NORDESTE,nov/19,0
Hidrolândia,CE,NORDESTE,nov/19,0
Horizonte,CE,NORDESTE,nov/19,3
Ibaretama,CE,NORDESTE,nov/19,0
Ibiapina,CE,NORDESTE,nov/19,0
Ibicuitinga,CE,NORDESTE,nov/19,0
Icapuí,CE,NORDESTE,nov/19,0
Icó,CE,NORDESTE,nov/19,0
Iguatu,CE,NORDESTE,nov/19,0
Independência,CE,NORDESTE,nov/19,0
Ipaporanga,CE,NORDESTE,nov/19,0
Ipaumirim,CE,NORDESTE,nov/19,0
Ipu,CE,NORDESTE,nov/19,0
Ipueiras,CE,NORDESTE,nov/19,0
Iracema,CE,NORDESTE,nov/19,0
Irauçuba,CE,NORDESTE,nov/19,0
Itaitinga,CE,NORDESTE,nov/19,2
Itaiçaba,CE,NORDESTE,nov/19,0
Itapagé,CE,NORDESTE,nov/19,1
Itapipoca,CE,NORDESTE,nov/19,0
Itapiúna,CE,NORDESTE,nov/19,0
Itarema,CE,NORDESTE,nov/19,0
Itatira,CE,NORDESTE,nov/19,0
Jaguaretama,CE,NORDESTE,nov/19,0
Jaguaribara,CE,NORDESTE,nov/19,2
Jaguaribe,CE,NORDESTE,nov/19,0
Jaguaruana,CE,NORDESTE,nov/19,1
Jardim,CE,NORDESTE,nov/19,0
Jati,CE,NORDESTE,nov/19,0
Jijoca de Jericoacoara,CE,NORDESTE,nov/19,0
Juazeiro do Norte,CE,NORDESTE,nov/19,5
Jucás,CE,NORDESTE,nov/19,0
Lavras da Mangabeira,CE,NORDESTE,nov/19,1
